,yyyy,mm,tmax(degC),tmin(degC),af(days),rain(mm),sun(hours),avgtemp(degC)
552,1929,1,3.8,0.3,12.0,40.5,23.7,2.05
553,1929,2,2.6,-2.5,17.0,17.1,16.9,0.050000000000000044
554,1929,3,12.1,2.4,6.0,3.3,16.9,7.25
555,1929,4,10.1,2.9,3.0,25.9,108.0,6.5
556,1929,5,15.9,6.7,0.0,52.1,188.3,11.3
557,1929,6,17.3,9.3,0.0,38.0,192.0,13.3
558,1929,7,20.9,11.9,0.0,25.3,193.8,16.4
559,1929,8,19.1,11.2,0.0,47.7,154.2,15.15
560,1929,9,20.1,10.9,0.0,37.3,178.9,15.5
561,1929,10,12.7,6.4,0.0,85.9,106.8,9.55
562,1929,11,9.4,3.9,4.0,153.2,57.5,6.65
563,1929,12,7.8,3.1,2.0,186.2,56.0,5.45
564,1930,1,8.1,2.4,6.0,120.5,54.2,5.25
565,1930,2,4.4,0.6,12.0,22.2,29.1,2.5
566,1930,3,8.1,2.1,9.0,76.2,88.2,5.1
567,1930,4,11.0,4.8,0.0,64.5,75.1,7.9
568,1930,5,14.1,6.6,0.0,38.3,119.9,10.35
569,1930,6,19.7,10.5,0.0,27.1,187.7,15.1
570,1930,7,18.6,11.4,0.0,149.4,162.1,15.0
571,1930,8,19.9,11.9,0.0,62.3,179.2,15.899999999999999
572,1930,9,16.7,10.5,0.0,127.9,111.5,13.6
573,1930,10,13.4,7.6,0.0,79.1,123.7,10.5
574,1930,11,9.3,3.5,4.0,83.4,67.9,6.4
575,1930,12,6.5,1.8,7.0,68.3,16.5,4.15
576,1931,1,6.1,1.2,7.0,61.0,48.0,3.65
577,1931,2,5.8,1.6,5.0,83.4,44.8,3.7
578,1931,3,7.3,-0.3,17.0,5.4,114.1,3.5
579,1931,4,10.8,4.7,1.0,83.8,101.2,7.75
580,1931,5,15.3,7.2,0.0,78.3,147.9,11.25
581,1931,6,17.8,10.5,0.0,111.8,133.9,14.15
582,1931,7,19.2,12.3,0.0,104.1,128.6,15.75
583,1931,8,17.8,10.5,0.0,145.2,145.7,14.15
584,1931,9,15.0,9.1,0.0,94.3,80.4,12.05
585,1931,10,12.8,5.5,5.0,20.0,122.8,9.15
586,1931,11,10.1,5.1,0.0,104.7,31.8,7.6
587,1931,12,8.1,3.2,9.0,35.9,39.1,5.65
588,1932,1,9.2,3.3,8.0,68.6,49.8,6.25
589,1932,2,6.3,1.6,8.0,10.1,26.8,3.95
590,1932,3,8.0,2.0,8.0,41.1,45.3,5.0
591,1932,4,9.8,3.2,1.0,82.2,117.6,6.5
592,1932,5,13.0,6.8,1.0,170.7,86.4,9.9
593,1932,6,18.0,9.4,0.0,17.2,158.7,13.7
594,1932,7,19.6,12.7,0.0,122.1,135.9,16.15
595,1932,8,21.0,13.5,0.0,61.0,151.2,17.25
596,1932,9,17.0,9.4,0.0,46.3,143.2,13.2
597,1932,10,11.8,5.9,0.0,101.1,85.7,8.850000000000001
598,1932,11,8.8,4.5,0.0,59.0,26.1,6.65
599,1932,12,7.8,3.8,3.0,30.0,33.5,5.8
600,1933,1,5.2,0.2,13.0,53.1,34.2,2.7
601,1933,2,6.7,1.7,8.0,113.2,73.3,4.2
602,1933,3,11.5,3.0,2.0,64.2,126.8,7.25
603,1933,4,13.0,5.5,1.0,33.8,112.1,9.25
604,1933,5,15.7,8.3,0.0,48.0,121.2,12.0
605,1933,6,20.4,10.8,0.0,26.7,211.0,15.6
606,1933,7,23.0,13.6,0.0,53.0,207.8,18.3
607,1933,8,22.7,13.4,0.0,11.5,218.7,18.05
608,1933,9,19.7,11.1,0.0,41.1,141.7,15.399999999999999
609,1933,10,12.9,7.7,0.0,128.0,70.0,10.3
610,1933,11,8.3,4.5,0.0,46.4,40.7,6.4
611,1933,12,4.6,0.7,9.0,14.8,10.9,2.65
612,1934,1,7.5,1.8,7.0,68.7,47.4,4.65
613,1934,2,7.7,2.0,6.0,7.5,76.4,4.85
614,1934,3,7.9,1.8,2.0,77.0,75.3,4.8500000000000005
615,1934,4,11.3,4.1,2.0,65.3,109.5,7.7
616,1934,5,16.0,7.4,0.0,33.1,169.1,11.7
617,1934,6,19.3,10.2,0.0,23.3,161.0,14.75
618,1934,7,23.8,13.4,0.0,39.6,225.8,18.6
619,1934,8,19.6,11.2,0.0,27.5,159.5,15.4
620,1934,9,19.1,10.2,0.0,45.1,142.4,14.65
621,1934,10,13.1,7.7,0.0,66.1,84.0,10.4
622,1934,11,8.6,4.7,2.0,50.0,31.8,6.65
623,1934,12,9.5,6.0,0.0,123.6,14.3,7.75
624,1935,1,6.9,3.0,3.0,38.0,46.0,4.95
625,1935,2,8.0,3.2,2.0,101.5,43.1,5.6
626,1935,3,9.6,3.6,4.0,39.0,96.9,6.6
627,1935,4,11.5,4.2,0.0,63.3,128.6,7.85
628,1935,5,14.0,5.3,0.0,9.7,185.2,9.65
629,1935,6,19.7,10.8,0.0,77.2,189.9,15.25
630,1935,7,22.2,12.7,0.0,17.0,238.8,17.45
631,1935,8,22.4,12.4,0.0,50.7,192.1,17.4
632,1935,9,17.4,9.5,0.0,104.2,140.3,13.45
633,1935,10,12.5,6.0,1.0,128.6,73.7,9.25
634,1935,11,9.1,4.2,0.0,147.6,51.1,6.65
635,1935,12,5.1,0.9,11.0,94.5,32.5,3.0
636,1936,1,5.5,1.3,10.0,81.9,32.9,3.4
637,1936,2,4.2,-0.8,17.0,69.5,38.1,1.7000000000000002
638,1936,3,9.4,3.5,2.0,52.7,41.9,6.45
639,1936,4,9.7,3.0,2.0,39.9,146.5,6.35
640,1936,5,14.6,6.9,0.0,34.5,137.0,10.75
641,1936,6,18.8,10.2,0.0,87.2,151.6,14.5
642,1936,7,18.9,12.0,0.0,93.0,146.3,15.45
643,1936,8,20.3,12.5,0.0,32.6,165.6,16.4
644,1936,9,17.5,11.7,0.0,64.5,75.0,14.6
645,1936,10,12.9,6.9,0.0,74.3,91.5,9.9
646,1936,11,8.5,3.1,5.0,76.8,39.3,5.8
647,1936,12,8.1,2.7,6.0,67.4,42.2,5.4
648,1937,1,7.2,2.2,8.0,139.3,25.6,4.7
649,1937,2,7.3,2.7,1.0,131.9,57.4,5.0
650,1937,3,5.5,0.2,13.0,84.9,78.3,2.85
651,1937,4,11.7,5.2,1.0,56.5,80.5,8.45
652,1937,5,16.0,7.8,0.0,77.7,166.1,11.9
653,1937,6,17.9,10.4,0.0,27.7,156.2,14.149999999999999
654,1937,7,19.7,12.5,0.0,75.3,135.0,16.1
655,1937,8,21.3,12.5,0.0,14.9,153.8,16.9
656,1937,9,17.5,9.5,0.0,50.1,140.0,13.5
657,1937,10,13.5,7.9,0.0,85.5,59.9,10.7
658,1937,11,8.0,3.2,4.0,59.9,34.4,5.6
659,1937,12,5.1,1.2,10.0,95.1,17.1,3.15
660,1938,1,8.3,3.4,0.0,93.9,41.1,5.8500000000000005
661,1938,2,7.2,2.7,0.0,27.1,38.0,4.95
662,1938,3,13.8,6.1,0.0,7.2,128.4,9.95
663,1938,4,11.6,4.3,0.0,4.8,112.7,7.949999999999999
664,1938,5,14.9,6.6,0.0,67.1,150.0,10.75
665,1938,6,18.5,10.6,0.0,50.6,183.8,14.55
666,1938,7,18.7,11.3,0.0,96.1,128.7,15.0
667,1938,8,19.7,12.1,0.0,78.4,131.0,15.899999999999999
668,1938,9,17.1,10.4,0.0,58.7,107.3,13.75
669,1938,10,13.4,7.4,0.0,119.8,88.1,10.4
670,1938,11,11.7,6.4,0.0,101.8,74.4,9.05
671,1938,12,6.3,1.7,7.0,84.1,30.1,4.0
672,1939,1,6.0,1.9,7.0,148.9,20.7,3.95
673,1939,2,8.2,2.6,3.0,45.0,71.6,5.3999999999999995
674,1939,3,8.3,3.1,0.0,55.4,88.6,5.7
675,1939,4,12.2,4.7,1.0,48.4,150.7,8.45
676,1939,5,15.6,7.2,0.0,49.2,163.1,11.4
677,1939,6,18.4,9.2,0.0,60.3,188.4,13.799999999999999
678,1939,7,19.1,12.0,0.0,129.3,133.0,15.55
679,1939,8,19.9,12.6,0.0,61.4,90.2,16.25
680,1939,9,17.2,11.0,0.0,49.3,80.9,14.1
681,1939,10,11.0,5.3,0.0,94.8,74.4,8.15
682,1939,11,10.7,5.8,0.0,136.6,41.9,8.25
683,1939,12,5.8,2.6,2.0,57.7,31.9,4.2
684,1940,1,1.8,-3.5,27.0,83.3,32.8,-0.85
685,1940,2,3.5,-0.8,15.0,63.1,14.3,1.35
686,1940,3,9.5,2.6,7.0,53.4,104.3,6.05
687,1940,4,11.8,4.4,1.0,69.1,105.1,8.100000000000001
688,1940,5,17.4,7.9,0.0,28.8,193.9,12.649999999999999
689,1940,6,22.4,11.6,0.0,15.1,278.9,17.0
690,1940,7,19.5,11.4,0.0,69.5,169.8,15.45
691,1940,8,19.7,11.7,0.0,7.7,172.0,15.7
692,1940,9,16.8,9.0,0.0,34.2,154.6,12.9
693,1940,10,12.2,6.9,1.0,106.9,52.2,9.55
694,1940,11,9.2,4.6,1.0,173.0,43.5,6.8999999999999995
695,1940,12,6.5,2.3,1.0,61.3,28.3,4.4
696,1941,1,1.7,-1.4,22.0,125.5,19.8,0.15000000000000002
697,1941,2,5.4,0.5,13.0,87.7,65.6,2.95
698,1941,3,7.9,1.1,5.0,125.1,96.9,4.5
699,1941,4,8.9,3.2,1.0,46.4,70.6,6.050000000000001
700,1941,5,13.0,5.2,1.0,77.6,115.9,9.1
701,1941,6,19.8,10.3,0.0,6.0,203.4,15.05
702,1941,7,22.4,13.5,0.0,106.2,208.3,17.95
703,1941,8,18.6,11.3,0.0,69.6,175.7,14.950000000000001
704,1941,9,18.2,11.4,0.0,8.5,62.7,14.8
705,1941,10,13.0,7.9,0.0,108.8,58.6,10.45
706,1941,11,8.5,3.8,1.0,92.5,25.3,6.15
707,1941,12,8.6,4.1,3.0,28.2,39.3,6.35
708,1942,1,3.2,-0.8,18.0,84.0,19.6,1.2000000000000002
709,1942,2,2.5,-2.4,25.0,31.1,24.3,0.050000000000000044
710,1942,3,7.4,1.5,7.0,57.1,36.1,4.45
711,1942,4,13.1,4.4,0.0,36.0,182.1,8.75
712,1942,5,15.2,6.8,0.0,114.3,190.1,11.0
713,1942,6,19.3,10.2,0.0,29.4,190.4,14.75
714,1942,7,19.7,11.5,0.0,52.3,183.5,15.6
715,1942,8,19.9,12.9,0.0,84.8,103.6,16.4
716,1942,9,17.2,10.2,0.0,29.4,120.4,13.7
717,1942,10,13.7,7.8,0.0,67.6,78.8,10.75
718,1942,11,8.5,4.1,0.0,37.0,39.9,6.3
719,1942,12,8.9,4.3,4.0,58.1,25.3,6.6
720,1943,1,6.4,2.2,7.0,117.6,29.8,4.300000000000001
721,1943,2,8.9,3.4,1.0,41.1,101.8,6.15
722,1943,3,10.6,3.4,2.0,33.4,112.7,7.0
723,1943,4,14.5,6.8,0.0,48.0,163.3,10.65
724,1943,5,16.8,7.2,0.0,69.6,222.8,12.0
725,1943,6,18.5,10.7,0.0,39.3,188.4,14.6
726,1943,7,21.0,11.6,0.0,32.6,211.3,16.3
727,1943,8,19.5,12.0,0.0,61.9,111.7,15.75
728,1943,9,16.6,10.0,0.0,83.2,121.0,13.3
729,1943,10,14.0,7.7,0.0,48.3,86.5,10.85
730,1943,11,8.6,4.3,0.0,59.8,47.8,6.449999999999999
731,1943,12,6.5,2.3,6.0,26.5,30.0,4.4
732,1944,1,8.8,3.4,4.0,96.2,41.2,6.1000000000000005
733,1944,2,5.9,1.1,8.0,50.6,41.3,3.5
734,1944,3,8.7,2.5,7.0,11.0,95.8,5.6
735,1944,4,13.8,6.2,1.0,58.5,125.6,10.0
736,1944,5,15.3,7.0,0.0,60.0,163.3,11.15
737,1944,6,16.8,9.4,0.0,56.3,146.3,13.100000000000001
738,1944,7,19.5,12.8,0.0,58.2,99.7,16.15
739,1944,8,20.8,12.5,0.0,64.1,142.0,16.65
740,1944,9,15.9,9.1,0.0,111.7,101.7,12.5
741,1944,10,11.7,6.8,0.0,77.3,61.9,9.25
742,1944,11,8.8,3.7,0.0,142.1,31.1,6.25
743,1944,12,6.5,1.8,6.0,61.9,38.8,4.15
744,1945,1,3.4,-1.0,17.0,75.2,49.1,1.2
745,1945,2,10.1,4.2,1.0,69.1,59.4,7.15
746,1945,3,12.2,5.1,0.0,13.7,114.5,8.649999999999999
747,1945,4,14.3,6.0,1.0,44.5,163.6,10.15
748,1945,5,16.1,8.0,0.0,78.8,142.6,12.05
749,1945,6,18.5,10.9,0.0,80.4,162.8,14.7
750,1945,7,20.9,13.2,0.0,45.3,192.0,17.049999999999997
751,1945,8,20.1,11.9,0.0,66.8,150.5,16.0
752,1945,9,17.5,11.0,0.0,20.9,77.5,14.25
753,1945,10,15.2,8.9,0.0,136.8,75.5,12.05
754,1945,11,9.3,5.7,0.0,9.9,22.8,7.5
755,1945,12,7.6,3.0,4.0,42.5,33.6,5.3
756,1946,1,5.7,0.6,16.0,108.1,31.5,3.15
757,1946,2,8.2,3.5,6.0,111.8,71.0,5.85
758,1946,3,8.8,2.0,9.0,32.9,102.9,5.4
759,1946,4,14.1,6.3,0.0,29.2,150.5,10.2
760,1946,5,13.9,6.0,0.0,60.7,143.6,9.95
761,1946,6,17.1,9.5,0.0,85.3,178.9,13.3
762,1946,7,20.3,12.8,0.0,63.9,170.7,16.55
763,1946,8,18.2,11.1,0.0,110.2,130.1,14.649999999999999
764,1946,9,17.0,10.7,0.0,113.0,98.0,13.85
765,1946,10,11.7,7.5,0.0,32.0,47.5,9.6
766,1946,11,10.2,5.8,0.0,158.2,22.5,8.0
767,1946,12,5.8,1.3,6.0,80.4,45.3,3.55
768,1947,1,3.7,0.0,16.0,85.4,34.8,1.85
769,1947,2,-0.6,-3.5,28.0,69.0,18.5,-2.05
770,1947,3,5.3,0.2,14.0,141.4,58.5,2.75
771,1947,4,11.9,5.0,0.0,88.5,142.0,8.45
772,1947,5,18.2,8.5,0.0,56.8,151.3,13.35
773,1947,6,19.8,11.7,0.0,68.4,168.6,15.75
774,1947,7,20.6,13.6,0.0,32.8,116.7,17.1
775,1947,8,23.9,13.3,0.0,12.7,239.0,18.6
776,1947,9,18.8,11.1,0.0,35.5,145.5,14.95
777,1947,10,14.6,8.2,0.0,14.0,83.1,11.399999999999999
778,1947,11,9.8,4.7,5.0,72.6,89.2,7.25
779,1947,12,7.6,3.4,6.0,94.0,22.8,5.5
780,1948,1,7.2,2.6,1.0,165.3,32.4,4.9
781,1948,2,6.5,2.3,8.0,59.0,34.8,4.4
782,1948,3,12.4,4.0,2.0,26.1,131.2,8.2
783,1948,4,12.9,4.9,0.0,42.1,154.7,8.9
784,1948,5,15.9,6.5,0.0,38.4,216.8,11.2
785,1948,6,16.9,9.7,0.0,72.5,151.8,13.299999999999999
786,1948,7,19.7,11.7,0.0,24.2,171.6,15.7
787,1948,8,18.5,11.5,0.0,118.9,108.0,15.0
788,1948,9,16.7,10.8,0.0,37.4,101.0,13.75
789,1948,10,13.4,7.2,0.0,37.1,78.3,10.3
790,1948,11,10.6,4.9,3.0,28.0,62.9,7.75
791,1948,12,7.9,3.0,5.0,87.6,33.0,5.45
792,1949,1,7.8,3.0,3.0,34.4,48.0,5.4
793,1949,2,8.9,2.8,5.0,38.4,96.0,5.85
794,1949,3,7.2,1.9,8.0,32.5,90.3,4.55
795,1949,4,13.7,6.0,0.0,66.4,148.3,9.85
796,1949,5,15.6,6.7,0.0,41.0,225.2,11.15
797,1949,6,20.2,9.9,0.0,13.3,227.1,15.05
798,1949,7,21.6,12.7,0.0,114.8,170.4,17.15
799,1949,8,21.1,12.5,0.0,41.6,181.0,16.8
800,1949,9,19.9,12.3,0.0,28.0,126.9,16.1
801,1949,10,14.5,8.1,1.0,84.2,92.7,11.3
802,1949,11,8.9,4.0,1.0,112.9,46.8,6.45
803,1949,12,8.0,3.3,0.0,105.7,35.0,5.65
804,1950,1,6.4,2.3,9.0,35.7,15.8,4.35
805,1950,2,8.0,1.8,5.0,147.9,65.6,4.9
806,1950,3,11.4,4.0,1.0,25.5,114.2,7.7
807,1950,4,10.7,3.4,1.0,78.0,141.4,7.05
808,1950,5,13.9,6.8,0.0,38.9,112.7,10.35
809,1950,6,21.1,11.4,0.0,28.4,248.8,16.25
810,1950,7,19.9,12.2,0.0,43.1,184.2,16.049999999999997
811,1950,8,19.8,11.8,0.0,84.6,160.9,15.8
812,1950,9,16.1,9.6,0.0,87.1,106.4,12.850000000000001
813,1950,10,12.6,7.0,0.0,35.4,90.5,9.8
814,1950,11,8.1,3.3,2.0,119.3,34.5,5.699999999999999
815,1950,12,3.2,-0.3,16.0,50.6,36.1,1.4500000000000002
816,1951,1,5.9,1.6,8.0,68.8,41.7,3.75
817,1951,2,5.7,1.0,2.0,92.4,41.1,3.35
818,1951,3,6.5,0.9,7.0,102.5,75.7,3.7
819,1951,4,10.3,3.4,0.0,31.8,146.1,6.8500000000000005
820,1951,5,13.0,5.8,0.0,100.6,118.2,9.4
821,1951,6,17.9,9.4,0.0,14.7,206.8,13.649999999999999
822,1951,7,20.6,12.3,0.0,32.9,184.9,16.450000000000003
823,1951,8,18.4,11.2,0.0,133.1,143.7,14.799999999999999
824,1951,9,17.7,10.7,0.0,45.1,113.5,14.2
825,1951,10,13.5,6.5,0.0,23.7,96.3,10.0
826,1951,11,10.6,6.0,0.0,199.2,50.9,8.3
827,1951,12,8.2,2.6,4.0,92.9,38.8,5.3999999999999995
828,1952,1,5.0,0.7,7.0,89.9,52.9,2.85
829,1952,2,6.4,0.9,11.0,19.7,60.5,3.6500000000000004
830,1952,3,9.0,3.5,5.0,57.0,61.8,6.25
831,1952,4,13.7,5.4,0.0,40.8,140.7,9.55
832,1952,5,17.6,9.0,0.0,74.4,173.9,13.3
833,1952,6,18.4,10.3,0.0,37.4,192.8,14.35
834,1952,7,19.9,12.9,0.0,32.6,137.4,16.4
835,1952,8,19.9,12.0,0.0,37.0,160.3,15.95
836,1952,9,13.7,8.1,0.0,70.0,77.3,10.899999999999999
837,1952,10,11.8,6.2,0.0,124.6,94.2,9.0
838,1952,11,6.6,2.3,5.0,50.7,55.5,4.449999999999999
839,1952,12,5.9,1.5,7.0,60.4,39.5,3.7
840,1953,1,6.4,2.4,3.0,21.2,26.3,4.4
841,1953,2,7.3,2.6,6.0,54.8,40.2,4.95
842,1953,3,10.6,2.0,8.0,47.8,82.4,6.3
843,1953,4,11.0,3.4,0.0,59.9,128.9,7.2
844,1953,5,17.4,8.5,0.0,61.4,180.0,12.95
845,1953,6,17.8,10.7,0.0,49.5,108.7,14.25
846,1953,7,19.4,12.0,0.0,66.1,184.4,15.7
847,1953,8,20.2,12.4,0.0,79.6,180.9,16.3
848,1953,9,18.0,10.3,0.0,34.8,142.8,14.15
849,1953,10,13.3,6.5,0.0,50.3,68.2,9.9
850,1953,11,11.2,6.3,0.0,44.0,39.7,8.75
851,1953,12,8.8,5.0,0.0,28.8,24.2,6.9
852,1954,1,5.3,1.0,11.0,70.2,27.5,3.15
853,1954,2,4.3,-0.2,11.0,74.5,40.5,2.05
854,1954,3,8.6,2.4,3.0,61.4,90.4,5.5
855,1954,4,11.7,4.1,0.0,7.6,120.4,7.8999999999999995
856,1954,5,14.9,7.4,0.0,93.8,104.4,11.15
857,1954,6,16.4,9.9,0.0,57.2,117.5,13.149999999999999
858,1954,7,17.4,10.9,0.0,49.2,126.9,14.149999999999999
859,1954,8,17.7,11.0,0.0,166.7,98.8,14.35
860,1954,9,16.4,9.0,0.0,58.0,161.4,12.7
861,1954,10,14.9,9.2,0.0,78.7,80.5,12.05
862,1954,11,9.6,4.1,0.0,170.7,48.0,6.85
863,1954,12,8.8,4.3,2.0,95.8,31.5,6.550000000000001
864,1955,1,4.8,0.5,12.0,60.0,31.7,2.65
865,1955,2,3.5,-0.9,17.0,69.2,55.0,1.3
866,1955,3,6.5,-0.1,17.0,88.1,106.5,3.2
867,1955,4,13.5,5.9,0.0,19.0,137.0,9.7
868,1955,5,12.9,5.7,0.0,85.5,181.5,9.3
869,1955,6,17.2,9.3,0.0,85.9,121.8,13.25
870,1955,7,22.9,12.8,0.0,30.8,231.4,17.85
871,1955,8,22.0,13.5,0.0,19.3,139.2,17.75
872,1955,9,18.4,11.0,0.0,18.4,150.6,14.7
873,1955,10,13.3,6.5,2.0,60.4,130.3,9.9
874,1955,11,9.7,5.2,0.0,67.2,30.8,7.449999999999999
875,1955,12,8.1,2.9,6.0,96.4,32.7,5.5
876,1956,1,6.2,1.5,7.0,154.0,38.8,3.85
877,1956,2,3.1,-1.8,21.0,30.5,37.2,0.65
878,1956,3,9.1,2.3,6.0,26.4,85.2,5.699999999999999
879,1956,4,10.3,2.7,1.0,63.5,110.7,6.5
880,1956,5,16.8,7.7,0.0,11.2,231.6,12.25
881,1956,6,16.5,9.4,0.0,82.1,148.1,12.95
882,1956,7,18.7,12.4,0.0,141.7,121.8,15.55
883,1956,8,16.6,10.2,0.0,146.1,112.1,13.4
884,1956,9,17.6,10.7,0.0,83.4,98.4,14.15
885,1956,10,12.9,6.9,0.0,33.1,98.4,9.9
886,1956,11,8.8,4.4,2.0,21.4,34.7,6.6000000000000005
887,1956,12,7.7,3.7,6.0,107.9,17.9,5.7
888,1957,1,8.1,2.9,5.0,44.8,28.9,5.5
889,1957,2,8.0,2.0,4.0,78.8,75.1,5.0
890,1957,3,12.2,5.8,0.0,58.2,68.8,9.0
891,1957,4,12.3,4.8,0.0,2.2,106.9,8.55
892,1957,5,14.6,6.3,0.0,27.3,160.7,10.45
893,1957,6,20.5,10.1,0.0,31.8,275.7,15.3
894,1957,7,19.5,12.9,0.0,83.2,112.3,16.2
895,1957,8,18.2,12.0,0.0,117.2,106.3,15.1
896,1957,9,15.3,9.6,0.0,98.8,111.4,12.45
897,1957,10,14.1,7.7,0.0,41.6,80.9,10.9
898,1957,11,8.7,4.9,1.0,61.3,41.4,6.8
899,1957,12,7.2,2.2,9.0,88.3,26.0,4.7
900,1958,1,6.2,1.1,13.0,86.4,45.2,3.6500000000000004
901,1958,2,7.2,1.6,10.0,121.7,62.6,4.4
902,1958,3,6.1,0.8,16.0,49.9,82.9,3.4499999999999997
903,1958,4,11.4,3.8,2.0,19.7,126.3,7.6
904,1958,5,15.5,7.4,0.0,71.4,151.9,11.45
905,1958,6,17.2,9.7,0.0,126.6,95.0,13.45
906,1958,7,19.5,12.2,0.0,144.6,161.0,15.85
907,1958,8,19.6,12.2,0.0,65.9,119.8,15.9
908,1958,9,18.5,11.7,0.0,85.8,93.1,15.1
909,1958,10,13.9,7.7,0.0,66.8,91.2,10.8
910,1958,11,9.2,4.4,1.0,15.6,44.9,6.8
911,1958,12,6.8,2.7,3.0,110.0,14.3,4.75
912,1959,1,4.7,-0.2,18.0,89.7,68.2,2.25
913,1959,2,7.6,2.7,5.0,2.2,49.7,5.15
914,1959,3,10.0,4.3,0.0,38.4,72.7,7.15
915,1959,4,13.2,5.9,0.0,88.5,139.2,9.55
916,1959,5,17.5,8.0,0.0,26.7,194.6,12.75
917,1959,6,20.0,10.9,0.0,30.7,227.8,15.45
918,1959,7,22.2,13.1,0.0,33.5,215.8,17.65
919,1959,8,22.4,13.2,0.0,18.8,201.4,17.799999999999997
920,1959,9,20.0,10.6,0.0,0.6,146.2,15.3
921,1959,10,16.4,8.3,0.0,57.4,108.2,12.35
922,1959,11,9.3,4.5,2.0,106.0,36.6,6.9
923,1959,12,8.0,3.4,0.0,116.8,18.1,5.7
924,1960,1,6.2,1.9,6.0,137.7,23.7,4.05
925,1960,2,6.5,1.2,11.0,77.9,55.4,3.85
926,1960,3,8.0,3.1,1.0,52.1,44.9,5.55
927,1960,4,13.4,5.5,0.0,38.9,147.8,9.45
928,1960,5,17.6,8.8,0.0,46.4,166.2,13.200000000000001
929,1960,6,21.7,11.5,0.0,41.4,261.8,16.6
930,1960,7,19.1,11.4,0.0,64.8,131.3,15.25
931,1960,8,19.1,11.4,0.0,80.6,143.2,15.25
932,1960,9,16.8,9.9,0.0,108.7,111.4,13.350000000000001
933,1960,10,12.4,7.5,0.0,179.0,48.1,9.95
934,1960,11,9.6,4.7,0.0,116.2,44.3,7.15
935,1960,12,6.5,2.3,4.0,91.5,47.1,4.4
936,1961,1,5.4,1.1,6.0,96.1,27.4,3.25
937,1961,2,9.6,4.2,0.0,63.1,67.9,6.9
938,1961,3,13.1,5.4,0.0,14.3,142.5,9.25
939,1961,4,13.0,6.0,0.0,84.1,85.5,9.5
940,1961,5,14.5,6.9,0.0,42.9,170.1,10.7
941,1961,6,19.2,10.4,0.0,33.9,199.7,14.8
942,1961,7,18.8,11.3,0.0,55.7,161.4,15.05
943,1961,8,19.3,11.8,0.0,62.2,187.2,15.55
944,1961,9,19.3,11.3,0.0,53.0,133.5,15.3
945,1961,10,13.9,7.7,0.0,94.9,118.7,10.8
946,1961,11,8.7,4.1,1.0,42.3,53.5,6.3999999999999995
947,1961,12,5.0,-0.2,15.0,75.5,42.1,2.4
948,1962,1,7.3,2.1,6.0,91.2,67.1,4.7
949,1962,2,7.0,1.9,6.0,57.8,68.6,4.45
950,1962,3,6.0,-0.6,17.0,27.8,116.7,2.7
951,1962,4,11.1,3.9,0.0,76.3,138.1,7.5
952,1962,5,13.6,6.2,0.0,78.4,149.9,9.9
953,1962,6,18.3,9.3,0.0,13.5,206.6,13.8
954,1962,7,17.8,10.8,0.0,39.7,99.5,14.3
955,1962,8,17.8,10.8,0.0,94.9,145.6,14.3
956,1962,9,16.0,9.3,0.0,84.4,87.4,12.65
957,1962,10,13.9,7.4,1.0,32.0,85.8,10.65
958,1962,11,7.8,2.9,6.0,38.5,31.3,5.35
959,1962,12,5.3,-0.6,15.0,54.1,46.5,2.35
960,1963,1,1.3,-2.9,28.0,46.8,39.4,-0.7999999999999999
961,1963,2,1.4,-3.5,28.0,28.3,41.9,-1.05
962,1963,3,8.9,1.6,6.0,72.0,93.8,5.25
963,1963,4,11.7,4.4,0.0,60.3,79.5,8.05
964,1963,5,14.6,6.4,0.0,31.5,155.1,10.5
965,1963,6,19.3,10.3,0.0,99.1,179.9,14.8
966,1963,7,19.7,11.0,0.0,68.6,173.3,15.35
967,1963,8,17.6,10.6,0.0,60.1,88.5,14.100000000000001
968,1963,9,16.9,9.2,0.0,79.5,136.6,13.049999999999999
969,1963,10,13.6,7.4,0.0,39.4,73.4,10.5
970,1963,11,9.7,5.4,1.0,132.5,33.3,7.55
971,1963,12,5.2,1.0,11.0,18.7,35.1,3.1
972,1964,1,5.8,1.0,8.0,23.1,54.8,3.4
973,1964,2,6.6,1.7,11.0,28.7,50.5,4.1499999999999995
974,1964,3,5.5,1.2,8.0,122.4,46.6,3.35
975,1964,4,12.7,5.4,0.0,46.1,91.3,9.05
976,1964,5,18.2,8.7,0.0,55.5,203.0,13.45
977,1964,6,17.0,10.1,0.0,70.2,105.8,13.55
978,1964,7,19.8,11.9,0.0,50.8,184.9,15.850000000000001
979,1964,8,19.5,11.5,0.0,49.4,179.3,15.5
980,1964,9,18.7,9.3,0.0,20.8,165.1,14.0
981,1964,10,12.5,5.7,0.0,41.8,106.7,9.1
982,1964,11,9.8,4.7,2.0,40.8,40.9,7.25
983,1964,12,6.3,0.4,16.0,93.7,61.3,3.35
984,1965,1,5.7,1.4,12.0,90.1,57.4,3.55
985,1965,2,5.5,1.5,8.0,22.4,21.3,3.5
986,1965,3,8.8,1.0,10.0,74.0,112.0,4.9
987,1965,4,12.0,4.3,0.0,50.0,134.8,8.15
988,1965,5,15.5,7.6,0.0,68.2,137.1,11.55
989,1965,6,19.0,10.4,0.0,91.8,163.7,14.7
990,1965,7,17.0,10.5,0.0,58.9,91.3,13.75
991,1965,8,19.0,11.1,0.0,49.2,133.7,15.05
